CRSE_ID,CRSE_SUBJECT,CRSE_NBR,CRSE_TITLE,CRSE_DESCRIPTION
1986,CS,489,"CREATIVITY AND CRITICAL THINKING - VYGOTSKY, BAKHTIN, MAKIGUCHI, IKEDA","Introduces students to the educational philosophies of Russian thinkers Lev Vygotsky (1896 - 1934) and Mikhail Bakhtin (1895 - 1975) and Japanese thinkers Tsunesaburo Makiguchi (1871 - 1944) and Daisaku Ikeda (1928 - ). Students will locate confluences in these thinkers' philosophies and apply them to current curriculum or curriculum theorizing in their chosen discipline(s) (e.g., mathematics, social studies, language education, etc.), context(s) (e.g., policy, gender, socioeconomics, identity, etc.) and K-12/adult level(s). Topics covered include, among others, cultural-historical theory, socially constructed meaning making, zone of proximal development, dialogism, carnival, value and value-creating pedagogy, humanitarian competition, and human revolution."
6427,SE,491,SOFTWARE ENGINEERING STUDIO,Students will work in small teams to develop realistic software systems in a master-apprentice environment. The instructor will serve as a master/mentor/project leader. Students will apply knowledge and skills they have learned in previous course in solving real world problems.  PREREQUISITE(S): SE 450 or SE 456.
10318,CS,492,CREATING AND SUSTAINING PROFESSIONAL LEARNING COMMUNITIES,"This course will provide the framework for the creation, development and sustainability of a professional learning community. Professional learning communities have at their core three guiding principles: 1) a focus on learning, 2) the creation of a collaborative culture and 3) a results-orientation. Within the professional learning community, members are committed to working collaboratively in an ongoing process of collective inquiry and action research in order to achieve better results for the students and community they serve.  Professional Learning Communities operate under the assumption that the key to improved learning for students is continuous, job-embedded learning for educators."
12651,CS,493,CURRICULUM DEVELOPMENT AND ASSESSMENT IN K-12 SCHOOLS,"This course prepares future school leaders with knowledge; understanding; and application of planning, assessment, and instructional leadership for roles in the K-12 school setting at the supervisory or administrative level. The emphasis of the course will be planning, implementation, and refinement of standards-based curriculum aligned with instruction, assessment, and instructional decisions as they affect the teaching and learning environment of the school with diverse cultural, ethnic, linguistic, and special needs populations."
14829,CS,494,CURRICULUM 2.0: CURRICULUM FOR LEARNING IN GLOBAL NETWORKS,"This course will explore curriculum theories and practices for the age of global networks, including themes such as the shift from industrial to post-industrial educational paradigms, online learning, and more. New communications technologies make it possible for teaching and learning to take place anywhere and anytime, in many cases under conditions radically different from those of formal schooling. This course considers the implications of curriculum under such conditions."
14830,CS,495,DESIGN THINKING IN EDUCATION,"Design Thinking is a problem solving methodology for collaborative innovation. This course introduces the methods of design thinking applied to curriculum design and education in general. Students will learn how to use design thinking for insight, ideation, and implementation of collaborative solutions to complex educational problems. In addition, students will understand design thinking within the context of the history of ideas and be able to critically analyze and evaluate implementations of design thinking in a variety of educational settings."
11963,IS,500,INFORMATION TECHNOLOGY LEADERSHIP,"Managing people ethically and effectively by applying a broad range of creative approaches to individual and team leadership within an Information Technology context.  Leadership methods studied include trait-based, skills-based, situational, contingency theory, path-goal theory, leader-member exchange theory, transformational, psychodynamic, and authentic leadership, as well as team leadership and the international, cultural, and ethical dimensions of leadership.  Students assess their leadership styles and design individualized development plans to strengthen existing skills and expand IT leadership capabilities by incorporating additional leadership dimensions.  PREREQUISITE(S): IS 430 OR PM 430 OR SE 477"
8291,IS,505,BUSINESS CONTINUITY/DISASTER RECOVERY THEORIES AND STRATEGIES,"This course focuses on the knowledge necessary for an organization to prepare for a variety of major disruptions (floods, earthquakes, terrorist attacks, etc.).  The goal is survival of the organization and its daily workflow despite major disruption.  Students learn to analyze and prioritize risks and determine criticality ratings that are used to determine survival strategies.  Students also learn how to organize employees to respond to a major disruption and how to document recovery plans.  Course content includes coverage of current industry trends, as well as planning for the survival of Information Technology functions within an organization."
10227,IS,506,BUSINESS CONTINUITY/DISASTER RECOVERY MANAGEMENT AND TACTICS,"The course prepares students to lead an organization's business continuity and disaster recovery plans.  Students learn the methodology needed to organize this function within an organization, evaluate an organization's business continuity and disaster recovery program according to established industry standards, and conduct a variety of quick-recovery drills.  Students also focus upon industry-related human resources issues, crisis communications, and policies and procedures for setting up a command center. Course content includes coverage of current industry trends, as well as managing the survival of Information Technology functions within an organization.  PREREQUISITE(S):  IS 505"
6387,IS,511,SOCIAL ISSUES OF COMPUTING,"This course aims to provide a broad survey of the individual, organizational, and cultural impacts of computers and to stimulate reflection upon the social and ethical issues provoked by current and projected uses of computers. Some topics include an in-depth look at computers as they relate to workplaces, communities, public policy, legal issues, education, privacy, and moral values. PREREQUISTE(S): NONE."
6502,HCI,511,ACCESSIBILITY AND DESIGN FOR DIVERSE USERS,"Methods and principles for designing interactive technologies for diverse users, including children, elderly, and people with disabilities and alternative skills.  Analysis of how current technologies address diverse user needs and considerations about how technologies might be improved to better meet diverse user needs.  Class projects include a web accessibility evaluation based on current w3 standards and an in-depth research project in which students ideate a new technology or evaluate an existing technology in which they work directly with people who have disabilities.  PREREQUISITE(S): HCI 445 (HCI 460 recommended)"
10493,SE,511,PRACTICES OF GLOBAL SOFTWARE DEVELOPMENT,"This course studies the challenges and solutions for developing software in a global environment.  Topics covered include strategic issues related to allocation of tasks; communication issues that arise due to distance, time zone differences, infrastructure support, geographical dispersion, and lack of information communication; coordination complexity; cultural issues, technical issues related to information and artifact sharing, and architectural design, and finally knowledge management issues.  Some sections of this course will include a hands-on global development project in conjunction with teams of students at other universities, while other sections will focus on a more in-depth theoretical discussion of these issues and concepts.  Prerequisite(s):  SE 450 or SE 430 or IS 430 or PM 430.A student may not take both IS 540 and SE 511 for credit toward a degree."
6388,IS,512,COLLABORATIVE TECHNOLOGIES FOR LEADING PROJECTS,"Study of the process of virtual teaming with emphasis on facilitation of different time project activities and facilitation of same time meetings.  Students will learn how small group psychology and group communication theories inform specific behaviors in the design and leadership of meetings.  Several meeting types including information briefing, focus group, document writing, decision making, requirements gathering, and teaching/training will be explored.  In addition, the course surveys current collaboration technologies and discusses how toselect among those technologies usability and fit to purpose of a meeting agenda.  DL students may be required to schedule same time sessions with the instructor and other DL students; see current quarter syllabus for more information on this point.  PREREQUISITE(S): None"
6503,HCI,512,INFORMATION VISUALIZATION AND INFOGRAPHICS,Communicating information through visualizations. Students learn how to choose effective means to visualize data for (a) their intended audience(s) and (b) for the message they intend to communicate. Students practice creating and evaluating visualizations using a variety of tools and methods.  PREREQUISITE(S): IT 403 and HCI 470
6504,HCI,513,DESIGN/STRATEGIES FOR INTERNET COMMERCE,"(Cross-listed with ECT 555)  An integrated study of design, technical, and strategic issues for Internet commerce. Web analysis, design and publishing. Visual, textual and content organization, response time, usability testing. Authorizing tools and administering web server. Internet database servicing. Internet service providers and pricing. Digital cash and encryption. Impact on the value chain, intermediation, and market structure. Strategies for mass customization, interactive marketing, and support for collaborative work.  PREREQUISITE(S): IS 422 or HCI 430"
12316,HCI,514,GLOBAL USER RESEARCH,Theories and approaches for conducting HCI research and creating digital media for international audiences. Varied topics include (a) cultural models and global differences that influence design of digital artifacts (b) approaches to conducting usability and other types of user research and (c) information communication and technologies for development (ICT4D).  PREREQUISITE(S): HCI 445 and HCI 460
13656,HCI,515,DESIGN ETHNOGRAPHY,"This discussion course focuses on topics related to ethnographic methods such as activity theory, value sensitive design, online ethnography and reflexivity.  Students will conduct participatory observations, interviews, and diary studies (all methods designed to engage with users ""in the wild"") and translate the results from those studies into design implications.  In this service learning course, students will work with community partners to conduct ethnographic studies and design a tool for the organization based on the results from the formative study. PREREQUISITE(S): HCI 445 and HCI 454 and HCI 430"
12236,HCI,520,LEARNER-CENTERED DESIGN,"Design and evaluation of technology-based learning systems. Theories and models of human perception and cognition as they apply to learning, instruction and training. Application of established principles for analyzing and designing learning systems. Projects include evaluating existing learning systems and the creation of a learning system.  PREREQUISITE(S): IT 403 and (HCI 440 or HCI 441) and HCI 450"
10370,HCI,521,DESIGNING FOR CONTENT MANAGEMENT SYSTEMS,"Design and development of Web sites using common database-driven content management systems (CMSs) and publishing tools such as those used to manage blogs, community portals, and other content-heavy websites.  Discussions of how familiarity with CMS tools assists the role of the user experience designer.  Visual design and theme customization using prior knowledge of CSS.  Taxonomy systems, installation of add-on modules, and user management using today's widely used systems.  PREREQUISITE(S): HCI 406"
14284,HCI,522,UX STRATEGY AND WEB ANALYTICS,"In this course, students examine how to align user experience (UX) approaches with business strategy.  Topics include: (a) examining how business and UX strategies are aligned; (b) translation of business goals into measurable metrics; and (c) assessing metrics using services such as Google Analytics. Prerequisite(s): HCI 460"
1991,CS,524,METHODS OF TEACHING ENGLISH AS A SECOND LANGUAGE,"This course introduces instructional methods, approaches, strategies and materials for teaching English language learners. Particular importance is placed on the relationship of reading and writing development to second language acquisition, teaching language and content, and fostering cognitive development through the four domains of reading, writing, speaking and listening.  Includes clinical hour requirement."
10277,SE,525,SOFTWARE SECURITY ARCHITECTURE,"Students in this course will learn architectural patterns for integrating security into software such as web applications.  Topics include: an overview of software security; integration of authentication, access control, and auditing into software; programming with symmetric-key and asymmetric-key cryptography, including key distribution and key management, use of certificates, and SSL/TLS; security mechanisms in modern runtime environments, e.g., code signing, code verification, access control, and security policies.  Students will get hands-on experience designing and implementing secure software.  PREREQUISITE(S): CSC 435 and SE 450"
10278,SE,526,SOFTWARE SECURITY ASSESSMENT,"Students in this course will learn how to conduct software security assessment to identify software vulnerabilities in software such as web applications and operating system services.  Topics include: common software vulnerabilities and attack vectors; malicious payloads, including shellcode structure; and application review techniques, including fuzzing and code auditing.  Students will get hands-on experience identifying vulnerabilities in software.  Prerequisite(s): CSC 435"
1993,CS,526,THEORETICAL FOUNDATIONS OF TEACHING ESL AND WLE,"This course introduces key foundational theories of English as a second language and world language education that form the basis of our development as language education practitioners and professionals. The course explores theories of language, theories of learning and learners, and theory-driven teaching, as well as the philosophical paradigms that inform them. Foundational theories are introduced as problem-solving tools that provide interdisciplinary perspectives of English as a second language and world language education, and as frameworks for critically reading literature on language education theory, research, and methods."
6428,SE,529,SOFTWARE RISK MANAGEMENT,"Identification, estimation, evaluation, planning, controlling, and monitoring of risk involved in the development, maintenance, operation and evolution of systems.  PREREQUISITE(S): IT 403 and SE 430 or consent."
7051,HCI,530,MOBILE DESIGN,"Theoretical and practical issues for designing mobile devices. Design strategy, patterns and research within a mobile context. Students will learn to create useful, usable and enjoyable experiences that consider the unique capabilities and constraints of mobile platforms. Project deliverables includes wireframes for diverse platforms such as responsive mobile web, iOS, and Android native apps.  PREREQUISITE(S): HCI 454"
6430,SE,533,SOFTWARE VALIDATION AND VERIFICATION,"Techniques, methods and tools for software inspection and testing. Theory and applications of formal verification of programs. Techniques and tools for automated analysis of programs.  PREREQUISITE(S): SE 450."
9171,IS,535,INFORMATION TECHNOLOGY INVESTMENT FINANCIAL ANALYSIS,"This course focuses on the application of financial analysis and decision-making approaches to aid information technology investment decisions at the operational, project, tactical and strategic levels.  Students will learn how to apply a variety of financial methods -- breakeven analysis, present value analysis, profitability index, and return on investment to various IT investment decisions. The course will also address cost benefit analysis, outsourcing, balanced scorecard, and multi-factor scoring, benchmarking, and IT investment portfolio methods.  These techniques will prepare students to manage capital budgets, acquisition of system and application software, hardware, personnel, and professional services at project and system levels as well as enterprise investment portfolio. PREREQUISITE(S): SE 477 or IS 565 or ACCT 500 or IS 430 or PM 430 or ECT 455"
6709,SE,536,DISTRIBUTED SYSTEMS II,An intermediate course on distributed systems. Topics may include: clock synchronization; mutual exclusion; distributed transactions; consistency models; distribution and consistency protocols; failure models; achieving fault tolerance; distributed object-based systems; distributed file systems.  PREREQUISITE(S):  CSC 435
11965,IS,536,ENTERPRISE CLOUD COMPUTING,"Cloud concepts, architecture, and service management, with particular emphasis upon identifying and analyzing potential business applications of cloud computing.  Students will conduct feasibility studies, detailing the advantages and disadvantages of implementing a cloud computing platform for specific applications, with particular emphasis upon financial considerations, business benefits, and security risks.  Students will develop the ability to evaluate alternatives and effectively argue in favor of their choices within the cloud computing knowledge domain.  They will be able to define, apply, and defend the need for standards and best practices.  Students will work within a project team following the principles of project management to design, build, and implement cloud applications. Prerequisite(s): None"
6592,SE,540,MOBILE APPLICATION DEVELOPMENT II,This course will cover advanced topics in mobile and wireless application development. The topics covered will be made explicit by the course instructor when the course is offered. PREREQUISITE(S): CSC 471
6389,IS,540,GLOBAL INFORMATION TECHNOLOGY,"A study of the hardware, software, and techniques for using virtual information technologies to support teams working in a distributed, virtual, or global environments.  Topics include software survey and evaluation, software deployment within  organizational and trans-organizational contexts, trans-national vendor relationships, trans-border data flow, geographically dispersed software development, and integration of diverse technologies.  PREREQUISITE(S): Completion of five or more SoC MS level courses is required."
7053,SE,542,SOFTWARE DEVELOPMENT FOR  LIMITED AND EMBEDDED DEVICES,"This course will focus on the unique aspects, tools, and techniques of developing software applications for limited and embedded devices, such as set-top boxes and smart cards. Formerly CSC 542.   PREREQUISITE(S): SE 450"
7734,SE,546,SOFTWARE ARCHITECTURE AND DESIGN FOR DESKTOP APPLICATIONS,"This course will introduce students to architecture, design and implementation issues for developing GUI-based desktop application. The goal is to understand the engineering aspect of user interface development -- that is the basic software architectures and designs that govern the development of graphical user applications including patterns like the Model-View-Controller and its derivatives, event-driven design, as well as addressing concurrency, performance, caching, and software packaging and distribution issues. The course will also provide an in depth exposure to the toolkits available in Java. Examples include JFC/Swing, JMF, JAF.  Prerequisite(s): SE 450"
7872,SE,547,FOUNDATIONS OF COMPUTER SECURITY,"This course provides an overview of foundational techniques in the specification and verification of computer systems in the presence of malicious attackers.  Topics may include: formal models of interaction, attacker models, robust safety properties such as confidentiality and authenticity, information flow properties such as noninterference, and tools such as model checkers, type checkers and theorem provers. Formerly 557. PREREQUISITE(S): CSC 439"
6415,SE,549,MODEL-DRIVEN SOFTWARE DEVELOPMENT,"Advanced methods and techniques in software specification, modeling, and model-driven development.  Topics include approaches to software specification and modeling, formal specification languages, techniques for structural and behavioral modeling of software systems, and tools for analysis and transformation of software systems.  PREREQUISITE(S): SE 430 or SE 450"
6390,IS,549,DATA WAREHOUSING,"Introduction to data warehousing and the foundations of understanding the issues involved in building a successful data warehouse. Data warehouse development methodology and issues surrounding the planning of the data warehouse. Data quality and metadata in the data warehouse. Analysis, transformation and loading of data into a data warehouse. Development of the data architecture and physical design. Implementation and administration of the data warehouse.  PREREQUISTE(S): CSC 451 or CSC 453 or CSC 455"
14149,IS,550,ENTERPRISE DATA MANAGEMENT,"This course focuses on the technical concepts and managerial knowledge needed to define, integrate and govern centralized and distributed data for a wide range of application systems used at large, multinational corporations. Topics include data repository, data life cycle, DAMA-DMBOK, data stewardship, data asset valuation, enterprise data architecture, data modeling with meta-data, data security standards, master data, and data quality management.  PREREQUISITE(S): CSC 451 or CSC 453 or CSC 455"
6593,SE,552,CONCURRENT SOFTWARE DEVELOPMENT,"Fundamentals and techniques of developing concurrent object-oriented applications, using a patterns-based approach. Concepts covered include: threads, synchronization and object locking, thread blocking and deadlock, safety and liveness, state-dependent action and concurrency control. Formerly SE 552.  PREREQUISITE(S): SE 450 and CSC 407"
13367,HCI,553,SOCIAL INTERACTION DESIGN,"UX principles and strategies for designing social apps and web sites. Analysis and use of interaction patterns for organizing, sharing, and discussing content. Application of theories relating to social networks, privacy and social capital. Students apply user-centered processes to the design of a social app.  PREREQUISITE(S): HCI 454"
7055,SE,554,ENTERPRISE COMPONENT ARCHITECTURE,"This course will focus on object-oriented component architectures for enterprise applications. Topics include: Enterprise Java Beans (EJB), Java Naming and Directory Interfaces (JNDI), Java Mail and Messaging Services.  PREREQUISITE(S): SE 450 or SE 452."
6443,ECT,555,E-COMMERCE WEB SITE ENGINEERING,"(Formerly ECT 555, cross-listed with HCI 513) An introduction to Web site engineering methods and processes to support e-commerce development.  Web site engineering life cycle and user-centered design, including site goals,  business models, value propositions, user analysis, information architecture, interface and navigation design, usability guidelines, database, testing, hosting strategies, usage metrics, and collaborative development.  Technologies for e-commerce, shopping cart, digital payments, promotion strategies, and security issues.  Students will build fully functional Web sites using database and client- and server-side technologies.  PREREQUISITE(S): CSC 401 or IT 411 or HCI 430"
6394,IS,556,ENTERPRISE PROJECT MANAGEMENT,"This course covers how an enterprise coordinates and effectively manages all its IT projects and programs through program management and the IT program management office.  Students will learn the role of the IT program management office in establishing and maintaining the project and program infrastructure and in assisting project managers, program managers, and the executive steering committee.  Students will analyze the role of program management in coordinating the delivery of expected program benefits, in managing stakeholder expectations, and in establishing program governance.  PREREQUISITE(S): IS 430 or PM 430"
8969,SE,556,ADVANCED ARCHITECTURE OF COMPUTER GAMES,"This course discusses the advanced issues in software architecture and the engineering of computer games. The topics include engineering and programming issues in graphics, scene management, kinematics, simulation, collision detection. Software design patterns and frameworks for computer games. Project management, configuration management, and quality assurance of computer game development projects.  PREREQUISITE(S): SE 456 and CSC 407"
7868,ECT,556,ENTERPRISE ARCHITECTURE AND DESIGN,"This is an advanced course on the design and planning of enterprise architecture that enables intra-/multi-enterprise collaboration and interoperability.  The emphasis is on the alignment between IT and organizational objectives through the integration of business architectures, data and information architecture, application architecture, technology architecture, interfaces and infrastructure. Topics include: frameworks, tools, and methodologies for enterprise architecture design; data and process modeling, application integration, implementation fundamentals, adaptability to changing organizational needs, and managing costs of implementation. Students will conduct case studies and develop architecture plans. Prerequisites: ECT 424 and SE 430"
6395,IS,560,ENTERPRISE SYSTEMS,"An introduction to enterprise systems for data and process integration, including ERP systems.  Topics include the requirements of enterprise systems, application architecture, tools, and functionality of leading enterprise systems, life cycle and methodologies for systems integration, selection, and implementation strategies.  Also addressed are emerging trends for enterprise systems and relationship among component systems.  PREREQUISITE(S): Advanced Standing"
6594,SE,560,STRUCTURED DOCUMENT INTERCHANGE AND PROCESSING,"Document and data interchange among different applications is an extremely important aspect of software application development. This course will focus on emerging technologies associated with the Extensible Markup Language (XML), such as the Document Object Model (DOM), the Simple API for XML (SAX), the XML Stylesheet Language (XSL) and Transformation Language (XSLT), and XML Schema. Applications of these technologies will be discussed in conjunction with tools and techniques for parsing, transforming, and manipulating documents.  PREREQUISITE(S): SE 450 OR (CSC 301  and SE 430)"
8773,IS,565,IT OUTSOURCING,"The course focuses on how organizations can use leverage of scale as a source for cost reduction; leverage of expertise for improved superior IT performance; leverage of access (e.g. location) to develop new strategies. Other topics covered include different types of sourcing strategies, sourcing maturity levels and best practices. PREREQUISITE(S): Completion of five or more SoC MS level courses is required"
8318,ECT,565,MOBILE ENTERPRISE,"Mobile enterprise information systems are becoming increasingly complex and consist of existing systems with enabling middleware to achieve end-to-end enterprise mobile solutions. Mobile infrastructure performs content adaptation, data synchronization, bridging corporate and mobile messaging systems and support mobile information portals. The course will discuss web services oriented component architecture and system integration with Adaptive Application Architecture (AAA) with Wireless application gateway (WAG) and Multi-channel Access Gateways (MAG) supporting mobile and wireless access for heterogeneous devices. Such concepts as content distribution, connectivity and security, scalability and load balancing, device management will be discussed. Additional topics include Location-aware applications supporting mobile knowledge workers, business process for value contribution, and investment decisions on mobile technologies. Students will become familiar with mobile enterprise tool suites, mobile messaging delivery platforms, wireless Web portals. Students will be implementing mobile enterprise solution components. PREREQUISITE(S): ECT 455"
7519,IS,567,FUNDAMENTALS OF DATA SCIENCE,"An introduction to the Knowledge Discovery Technologies covering all stages of a data mining process: domain understanding, data collection and selection, data cleaning and transformation, dimensionality reduction, pattern discovery, evaluation, and knowledge extraction.  The course provides a comprehensive overview of data mining techniques used to realize these stages, including traditional statistical analysis and machine learning techniques.  Students will analyze large datasets and develop modeling solutions to support decision making in various domains such as healthcare, finance, security, marketing, customer relationship management (CRM), and multimedia.  PREREQUISITE(S): IT 403 or CSC 423"
6630,IS,570,ENTERPRISE SYSTEM IMPLEMENTATION,"Formerly IS 450.  This course is targeted towards information systems professionals who are involved in the planning and implementation of large scale, cross-functional enterprise systems.  Students will examine the characteristics of technology efforts that change and transform the way people perform their tasks and how the new technology structures the flows of information and decision making using workflow modeling methods.   Through case studies and exercises students gain insights into the elements of successful implementations leading to the preparation of a change management plan.  Emphasis is placed on developing mechanisms for communicating and training all affected agents.  PREREQUISITE(S):  IS 430 or PM 430 or completion of five or more other SoC MS level courses should contact the course instructor or an advisor."
6397,IS,572,INFORMATION SECURITY MANAGEMENT,"Managing information assets and the security function. Emphasis on managing security-related risk, as well as the process of developing, implementing, and maintaining organizational policies, standards, procedures, and guidelines as they relate to security. Role of the CISO. Identifying and evaluating information assets, threats, and vulnerabilities. Quantitative and qualitative risk analysis, risk mitigation, residual risk, and risk resolution, as they relate to information security. Incident response. Consideration of the role and implementation of security controls during the process of analysis, design, and development. The application of policy development principles to security risk management. Introduction to compliance, as well as the CISSP domains.  PREREQUISITE(S): None"
6398,IS,574,BUSINESS INTELLIGENCE,"Introduction to the concepts of business intelligence (BI) as components and functionality of information systems. How business problems can be solved effectively by using operational data to create data warehouses, and then applying data mining tools and analytics to gain new insights into organizational operations. Detailed discussion of the analysis, design and implementation of systems for BI, including: data management systems, decision support systems, group support systems, knowledge engineering, expert systems, and Web 2.0 tools. Case studies of application software, web tools, success and limitation as well as technical and social issues. (PREREQUISITE(S): (SE 430 or IS 435 or PM 430 or  MIS 674) and CS C451"
6400,IS,577,INFORMATION SYSTEMS POLICIES AND STRATEGIES,"This capstone course emphasizes the planning and management of information technologies and related resources at the corporate level. Topics covered include assessment of information technologies, tracking emerging technologies and trends, managing portfolio resources and matching them to business needs, technology transfer, end-user computing, outsourcing, theoretical models, strategic applications and strategic IT planning. Students are encouraged to take this course toward the end of their study.  PREREQUISITE(S):Completion of ten or more SoC MS level courses is required."
6401,IS,578,INFORMATION TECHNOLOGY CONSULTING,"This course is for the IT professional.  The emphasis is on examining the models, techniques, and skill development for providing effective IT consulting services.  The course examines the structure of IT consulting markets; leading IT consulting practices; models and approaches for providing internal IT consulting services; sourcing strategies, evaluation of RFPs and response process contract formulation, client relations and project management; knowledge management and collaboration and IT strategies. PREREQUISITE(S):  Completion of foundation or core phase."
8878,CS,579,RESEARCH IN TEACHING READING: DEVELOPMENTAL & REMEDIAL READING INSTRUCTION & SUPPORT: BEST PRACTICES,"In this course, students will explore and analyze current literacy research through the critical lenses of educational practitioners. Students will: identify meaningful questions about literacy practices in their classrooms and schools; create a plan for addressing the identified research question(s); collect and analyze data relevant to the research question(s); and organize and present the research findings. This inquiry project, or an extension of it, may subsequently become the basis for the student's Master's paper or thesis."
12230,IS,579,VIRTUAL SOFTWARE TEAMS MANAGEMENT,"Application of project management principles, tools, and techniques to a virtual software development project; management of virtual software teams; planning, executing the plan, monitoring and controlling the development process. Work with project office (PMO) to set templates for reporting and common processes and standards; set milestones and their deliverables; establish communication medium for the virtual team.  PREREQUISITE(S): PM 430 or IS 430"
12810,SE,579,ANALYTICS AND DATA MINING IN SOFTWARE ENGINEERING,"This courses discusses the application of selected statistical analysis, data mining, and machine learning techniques to the area of Software Engineering. These techniques are used for purposes as varied as stakeholder analysis, mining software repositories, trace retrieval, bug prediction, recommender systems in Software Engineering domains, and software process improvement techniques. The course demonstrates how these techniques can be used to enhance project management and other software engineering activities in software intensive systems and provides students with hands-on experience using them on real project data. (No prior knowledge of data mining and knowledge management is assumed.) PREREQUISITE(S): SE 450"
12228,IS,580,TECHNOLOGY ENTREPRENEURSHIP,In-depth examination of the entrepreneurial process within technology intensive ventures. Roles of entrepreneurs and their start-up teams. Suitable business models and strategies. Legal issues and intellectual property. Financial issues and venture resources. Role of the customer and entrepreneurial marketing. Students will analyze and present case studies of technology entrepreneurial ventures. Students will develop a marketing plan and a business plan for a technology-intensive entrepreneurial venture of their choice.  PREREQUISITE(S): Completion of the foundation phase.
1994,CS,580,RESEARCH SEMINAR IN CURRICULUM STUDIES,"This course is designed to help graduate students in Curriculum Studies through the difficult process of planning, organizing, drafting, and revising their Master's papers.  Students will be expected to complete a literature review and to develop a strong proposal for an integrative paper as a prelude to selecting an advisor for their Master's papers.  For M.Ed. students only."
6444,ECT,580,INTRANETS AND PORTALS,"Intranet development methodology. Data warehousing concept and On-Line analytic processing (OLAP) for information management.  Enterprise information portals (EIP).  Transforming information into knowledge.  Major applications involve: decision support, customer applications and content personalization for intranet.  Students will conduct case studies and projects.  PREREQUISITE(S):  ECT 424"
11517,HCI,580,USER EXPERIENCE DESIGN PRACTICUM,"Working with clients, students choose and practice appropriate methods learned in the HCI foundational courses to address business goals and user needs.  Course coverage includes best practices for consulting, effective communication with clients and coworkers, understanding business and organizational needs, and setting realistic goals and expectations. Prerequisites: HCI 445 and HCI 454"
7056,SE,580,DESIGN OF OBJECT-ORIENTED LANGUAGES,"This course covers issues in the design and specification of object-oriented programming languages. Sample topics include the use of patterns in program representation, static and dynamic semantics, subject reduction, sub-typing, inheritance, polymorphism, genericity and concurrency. Formerly SE 580. PREREQUISITE(S): SE 450"
12332,SE,581,SOFTWARE ARCHITECTURE II,"In this second Software Architecture course, students will be exposed to case studies of real-world software architectures for which reliability, performance, availability, scalability and other such concerns drive the architectural design.  Students will gain hands-on practice in reverse engineering, designing, and assessing existing systems including performance testing.  Student will build on their prior knowledge to design complex systems in principled and systematic ways.  The course will involve designing and implementing a simulated high scalability, high reliability system.  PREREQUISITE(S): SE 480"
6445,ECT,581,INTERNET SUPPLY CHAIN MANAGEMENT,"This course examines system architectures, technologies, approaches, and infrastructure requirements in the context of supply chain systems. The focus is on the design, development and implementation of systems that facilitate the collaboration of an enterprise with its buyers and suppliers. Topics include development of messaging-based collaboration framework with web services. Students will design and implement a collaborative extranet system component in team projects. PREREQUISITE(S): CSC 401 or IT 411"
1996,CS,582,PRACTICUM IN CURRICULUM STUDIES: READING,"This course provides directed experiences in decision-making for curriculum, participation, and leadership in the planning and management of reading curricula. Students will: assess students' reading capabilities; make informed curricular choices to address students' needs; identify and implement short and long-term learning goals for students; manage instructional materials needed to guide students; develop curriculum based on assessments of the needs of students. It is designed to offer students an opportunity to put into practice, in a summer school classroom, previous learning about the teaching of reading, especially their beliefs and understandings regarding literacy as social practice. Provides students with multiple opportunities to share their thinking with each other in a supportive community of learners."
6446,ECT,582,SECURE ELECTRONIC COMMERCE,"This course studies security requirements, threat modeling, and appropriate safeguards for e-commerce systems. Major topics include web application security, web service security, and web server security. PREREQUISITE(S): ECT 424 or CSC 435 or TDC 463"
11124,SE,582,SOFTWARE-INTENSIVE SYSTEMS ENGINEERING AND MANAGEMENT,"This course will introduce students to fundamental principles of systems engineering for large and complex software intensive systems.  The course will include a study of systems engineering failures, and will cover topics related to problem frames; systems level modeling of hardware and software components, concept definition, design tradeoffs, risk assessment, interface definition and related systems engineering activities.  Additional topics such as product line development, ultra-large scale systems, and engineering of safety critical systems will also be covered.  PREREQUISITE(S): (SE 477 or PM 430 or IS 430) and (SE 430 or SE 482 or IS 485)"
6627,ECT,583,ADVANCED SCRIPTING TECHNOLOGIES,"This course focuses on applying advanced scripting technologies in the design and development of large Web applications.  Major topics include tiered application design, transacted Web applications, components, and Web services.  Prerequisites:  CSC 401 or IT 411"
6628,ECT,584,WEB DATA MINING (FORMERLY ECT 584),"An in-depth study of the knowledge discovery process and its applications in Web mining, Web analytics and business intelligence.  The course provides coverage of various aspects of data collection and preprocessing, as well as basic data mining techniques for segmentation, classification, predictive modeling, association analysis, and sequential pattern discovery.  The primary focus of the course is the application of these techniques to Web analytics, user behavior modeling, e-metrics for business intelligence, Web personalization and recommender systems.  Also addressed are privacy and ethical issues related to Web data mining.  Students can choose from three types of final course projects: implementation projects, research papers, or data analysis projects.  Throughout the course, the students will learn and use a variety of data mining tools to analyze sample data sets as part of class assignments. PREREQUISITE(S): IT 403 AND (CSC 451 or CSC 453 or DSC 450)"
6629,ECT,586,CUSTOMER RELATIONSHIP MANAGEMENT TECHNOLOGIES,"An in-depth study of customer relationship management (CRM) technologies and applications. The special focus will be on the application of CRM technologies for  managing the customer lifecycle across Internet and offline channels. Topics include customer identification, data integration, personalization technologies, web and email interaction techniques; sales force automation applications; call centers, field service and logistics applications; customer self-service and customer knowledge management technologies. Students will review and compare specific eCRM technologies and develop an Internet customer interaction system to support an eCRM strategy in group project. PREREQUISITE(S): ECT 424"
